,Finish_x,Color,noterating,Comments,Taste,url,Nose,Category,,Strength,Bottler,District,Vintage,Label,header,Bottled,Bottle code,Distilleries,Price_x,Barcode,Casktype,Bottling serie,Age,Number of bottles,Bottled for,Casknumber,Distillery,Market,Size,Body,overall rating,Finish_y,Price_y,Initial taste,Weighted Rate,Nose - Aroma,Presentation,number of member votes
210,"medium drying with citrus - lemon, creamy and bitter fruits",Pale gold,86,,"vanilla, bitter fruits, bourbon fruits and apple",http://www.whiskybase.com/whisky/45543/mortlach-1995-cs,"creamy, fruity - peaches, pear and orange, spices - white pepper and bitter fruits and","Single Malt from Speyside, Scotland",,56.2 % Vol.,C&S Dram Collection,Speyside,10.07.1995,,Mortlach 1995 C&S,19.08.2013,,,62.90$ 83.66 50.32,,Bourbon Hogshead,Dram Collection,18 years old,,,4121,Mortlach,,700 ml,85.00,87.00,87.00,88.00,89.00,87.80,92.00,84.00,5
211,"Caramel, cherry, raisin, mocha, vanilla, banana, malt, honey and smoke.",Burnished,87,"Great value-for-money. Better than cask 6182, which contains quite some sulphur.","Toffee, raisin, nougatine, malt, vanilla, caramel, bramble and clove.",http://www.whiskybase.com/whisky/45051/glenrothes-1995-sv,"First toffee, cherry, raisin, banana, plum, vanilla, bramble and milk chocolate, cappuccino, eucalyptus and liquorice. Through the sherry also the malt and honey notes that are typical for Glenrothes. Gets creamier with time.","Single Malt from Speyside, Scotland",,46.0 % Vol.,Signatory Vintage,Speyside,19.05.1995,,Glenrothes 1995 SV,16.09.2013,,,53.90$ 71.69 43.12,,First Fill Sherry Butt,The Un-Chillfiltered Collection,18 years old,782,,6177,Glenrothes,,700 ml,0.00,86.50,0.00,0.00,0.00,0.00,0.00,0.00,8
212,"spicy and hot, white pepper and ginger but also acidic fruits, sweet peat, and old wood. Lingers a good time and clings to, and coats, the mouth beautifully. It got some great, but not overpowering, heat to it.",Yellow gold,94,Tasted neat. 94/100,"Delicious retained peat. Good oak, heavy dark chocolate, hint of orange and lemon, coastal, fresh sour apples.",http://www.whiskybase.com/whisky/55667/caol-ila-1984-dl,"Delicate mellow peat, molasses, nutty christmas treats, very floral and surprisingly fresh, after some time like an old cozy attic. An odd mixture of Riesling and rum.","Single Malt from Islay, Scotland",,52.2 % Vol.,Douglas Laing,Islay,1984,,Caol Ila 1984 DL,2014,,,4120.00$ 5479.60 3296.00,,Refill Hogshead,Platinum Selection,30 years old,150,The Whisky Shop,,Caol Ila,,700 ml,0.00,94.00,0.00,0.00,0.00,0.00,0.00,0.00,1
213,"Finale longue, puissante, persistante et complexe dans laquelle tourbe, rglisse et fruits se mlangent avec bonheur.",Old gold,92,Trs belle bouteille qui vaut 89 dans l'absolu mais compte tenu d'un rapport qualit-prix explosif je propose un 92 largement mrit mes yeux,"Prolongation du nez c'est--dire tourbe, cuir, agrumes, fruits secs et compots avec apparition d'une surprenante note de rglisse (zan?). Le vieillissement en fts de sherry n'a fait qu'apporter une subtile douceur un ensemble frais, complexe et dynamique.",http://www.whiskybase.com/whisky/53128/bowmore-2001-wm,"Senteurs d'agrumes, de fruits secs et de fruits compots, le tout avec une grande fricheur et beaucoup de fruit. Prsence galement de notes sales et fumes","Single Malt from Islay, Scotland",,48.0 % Vol.,Wilson & Morgan,Islay,2001,,Bowmore 2001 WM,2014,,,59.95$ 79.73 47.96,,PX Finish,Barrel Selection,13 years old,,,,Bowmore,,700 ml,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,6
214,"fudge, strawberries, raisins and some sulphur",Amontillad,83,must be an Oloroso sherry cask Kintra tasting with Whiskyclub Spakenburg,"apricot, pepper, citrus, grass and butter",http://www.whiskybase.com/whisky/52348/aultmore-2007-kiw,"a bit raw with fudge, bacon, oily, raisins and rum","Single Malt from Speyside, Scotland",,53.7 % Vol.,Kintra Whisky,Speyside,05.2007,,Aultmore 2007 KiW,01.2014,,,53.55$ 71.22 42.84,,Sherry Butt,Single Cask Collection,06 years old,110,,900026,Aultmore,,700 ml,86.00,86.00,86.00,89.00,86.50,87.05,87.50,89.50,16
215,Long sweet spicy and warming aftertaste .,Burnished,89,,"Hints of wood, dark fruits, dark chocolate, caramel and spices .",http://www.whiskybase.com/whisky/46108/glen-grant-1992-dl,"Old wood, dried fruits, caramel and leather .","Single Malt from Speyside, Scotland",,51.5 % Vol.,Douglas Laing,Speyside,06.1992,,Glen Grant 1992 DL,23.09.2013,,,103.00$ 136.99 82.40,,Sherry Butt,Old Particular,21 years old,374,,DL 100263,Glen Grant,,700 ml,0.00,85.50,0.00,0.00,0.00,0.00,0.00,0.00,14
216,Sur la vanille et les fruits.,Chestnutoloroso sherry,89,"Trs bon, quilibr, une agrable surprise.(got en festival)","Epices exotiques, fruits cuits, a coule tout seul.",http://www.whiskybase.com/whisky/46108/glen-grant-1992-dl,"Influenc clairement par le sherry. Caramel, fruits bien cuits. Bien puissant.","Single Malt from Speyside, Scotland",,51.5 % Vol.,Douglas Laing,Speyside,06.1992,,Glen Grant 1992 DL,23.09.2013,,,103.00$ 136.99 82.40,,Sherry Butt,Old Particular,21 years old,374,,DL 100263,Glen Grant,,700 ml,0.00,85.50,0.00,0.00,0.00,0.00,0.00,0.00,14
217,"Long. Barley, manderin and grapefruit.",Amber,88,"Maybe not as great as I expected based on some other reviews I've read so far, bit still a very good Littlemill.","Zesty? Interesting. It is well-rounded and has an oily and thick mouthfeel. There are some tropical influences with mango being the main flavour, as well as oranges and grapefruit. It has a malty quality.",http://www.whiskybase.com/whisky/52312/littlemill-1990-el,"Very fruity, lots of oranges and a bit of coconut. There is some wet hay, damp wood and cardboard here as well. Some very light caramel notes and it can be a bit soapy at times. Great complexity.","Single Malt from Lowlands, Scotland",,49.8 % Vol.,Eiling Lim,Lowlands,1990,,Littlemill 1990 EL,2013,,,200.00$ 266.00 160.00,,Refill Bourbon Hogshead,1st Release,23 years old,68,,,Littlemill,,700 ml,90.00,89.94,91.00,83.50,90.00,89.85,91.50,90.00,19
218,"Middellang, fruit, vanille, licht bittertje.",Jonquiripe corn,89,HeerlijkeLittlemill.Sample van Yapi voor de HEBT.,"Veel volle fruitsmaken, zacht, licht pepertje.",http://www.whiskybase.com/whisky/52312/littlemill-1990-el,"Zoet, wit fruit, cointreau, zacht.","Single Malt from Lowlands, Scotland",,49.8 % Vol.,Eiling Lim,Lowlands,1990,,Littlemill 1990 EL,2013,,,200.00$ 266.00 160.00,,Refill Bourbon Hogshead,1st Release,23 years old,68,,,Littlemill,,700 ml,90.00,89.94,91.00,83.50,90.00,89.85,91.50,90.00,19
219,"Lemon, grain cooky, grapefruit, peach, toffee and a little whiff of smoke.",Old gold,88,Blind tasting of a sample from Yapi. Very recognisable Littlemill.,"Grapefruit, lemon, grain, orange, peach and caramel.",http://www.whiskybase.com/whisky/52312/littlemill-1990-el,"Blood orange, vanilla cooky, porridge, lime, toffee, apple, grain, almond and a whiff of cactus.","Single Malt from Lowlands, Scotland",,49.8 % Vol.,Eiling Lim,Lowlands,1990,,Littlemill 1990 EL,2013,,,200.00$ 266.00 160.00,,Refill Bourbon Hogshead,1st Release,23 years old,68,,,Littlemill,,700 ml,90.00,89.94,91.00,83.50,90.00,89.85,91.50,90.00,19
220,Long. Slowly fading citrus and wax. Some smoke.,Pale gold,90,"Complex, restless nose. Stunning arrival and development on the palate.","A hint of lemon wax, then a beautiful big citrus malt explosion. Intense.",http://www.whiskybase.com/whisky/55443/clynelish-1995-sms,"Something metallic. Sichuan pepper. Some coastal brine. Gorse. Wax. Gunpowder. Earthy and savoury notes too, with tropical fruit, like durian - but without the decomposing flesh aromas. Phew! Tobacco. Sweeter with water: fruit, mainly citrus (grapefruit). Melon too - water melon. Wet cut grass. Cherries? Some smoke. This changes every time you come back to it.","Single Malt from Highlands, Scotland",,57.5 % Vol.,Speciality Drinks Ltd,Northern Highlands,31.10.1995,,Clynelish 1995 SMS,25.03.2014,,,104.00$ 138.32 83.20,,Hogshead,The Single Malts of Scotland,18 years old,265,,10193,Clynelish,,700 ml,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,5
221,"I would not have minded if the finish lasted a little longer, but I am not complaining either.",Yellow gold,91,"Again a very elegant Port Ellen. A subtle whopper, but with a whopping price tag as well. Around 500 EUR.","Very oily and honeysweet on the palate. The sweet fruit returns, underlined by the sweet peat that is now a little more powerful. Liquorice is louder too. Despite the high age, not a trace of tannins. Some mint, though, giving it a freshness that belies its 31 long years. Sugared almonds and a hint of espresso. Sherry cask?",http://www.whiskybase.com/whisky/44596/port-ellen-1982-dl,"The peat on the nose is sweet and mellow. Some salmiak, liquorice and flints. Mild smokiness. Underneath a wonderful fruitiness on apples, apricots and peach. Yes, the apricots stand out. Some camphor as well. Vanilla and honey, albeit quite subtle.","Single Malt from Islay, Scotland",,51.5 % Vol.,Douglas Laing,Islay,05.1982,,Port Ellen 1982 DL,22.08.2013,,,619.99$ 824.59 495.99,,Refill Hogshead,Old Particular,31 years old,286,,DL 9964,Port Ellen,,700 ml,0.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,17
222,"Medium-long, quite sweet, and a little tannic.",Deep copper,88,"A quality malt that is very subtle on the sherry, yet very aromatic and rewarding. Additionally, this one is also extremely drinkable at cask strength. This is my first Alambic malt, and Im really enjoying the sample I got.","Full, malt sweetness, oak-laced bread, cinnamon cookies, and very salivating.",http://www.whiskybase.com/whisky/41720/ben-nevis-1996-ac,"Rum-soaked Strawberries, pollen, honey, varnish and candied oak.","Single Malt from Highlands, Scotland",,57.1 % Vol.,Alambic Classique,Western Highlands,1996,,Ben Nevis 1996 AC,2013,,,100.00$ 133.00 80.00,,Sherry Cask,Special Vintage Selection,17 years old,144,,13304,Ben Nevis,,700 ml,0.00,88.21,0.00,0.00,0.00,0.00,0.00,0.00,35
223,"Douce, vanille et sur les fruits secs.",Amontillad,86,Un sherry qui se dfend bien. Pas ultra complexe mais assez gourmand. Je prfre les styles plus gras et plus parfums.,"Assez onctueuse, crmeuse, sur les fruits secs, le caramel, le chocolat au lait et le cacao amer. Un peu de raisin confit. Entre l'oloroso sec et le sherry sucr. Un peu d'amertume - fait assez jeune.",http://www.whiskybase.com/whisky/41720/ben-nevis-1996-ac,"Bois et vernis, sucre, vanille et noisette. Un sherry-bourbon en quelque sorte. L'aration fait du bien.","Single Malt from Highlands, Scotland",,57.1 % Vol.,Alambic Classique,Western Highlands,1996,,Ben Nevis 1996 AC,2013,,,100.00$ 133.00 80.00,,Sherry Cask,Special Vintage Selection,17 years old,144,,13304,Ben Nevis,,700 ml,0.00,88.21,0.00,0.00,0.00,0.00,0.00,0.00,35
224,"longue, sur le caramel, fruits secs, bois vert, et un peu de noix dsormais.",Amontillad,85,"Un sherry puissant, trop marqu par le caramel mon got.","texture paisse, trs lgrement sucre, nouveau beaucoup de caramel mou, de crme, puis des fruits secs. Trs puissante, mais l'alcool est plutt bien intgr. Ca fait assez jeune l aussi.",http://www.whiskybase.com/whisky/41720/ben-nevis-1996-ac,"assez expressif, trs marqu par le caramel, la crme beurre, et des notes plus classiques d'orange, de fruits secs et d'pices. Fait assez jeune. Un peu d'alcool au dpart.","Single Malt from Highlands, Scotland",,57.1 % Vol.,Alambic Classique,Western Highlands,1996,,Ben Nevis 1996 AC,2013,,,100.00$ 133.00 80.00,,Sherry Cask,Special Vintage Selection,17 years old,144,,13304,Ben Nevis,,700 ml,0.00,88.21,0.00,0.00,0.00,0.00,0.00,0.00,35
225,"medium drying, oaky and citrus",Russetmuscat,88,tasted with Aby and JJ,"spices, mint and orange",http://www.whiskybase.com/whisky/53466/ben-nevis-1996-ac,"yoghurt, gooseberries, citrus, fudge, pepper mint like fishermans's friendand bitter chocolate","Single Malt from Highlands, Scotland",,57.2 % Vol.,Alambic Classique,Western Highlands,1996,,Ben Nevis 1996 AC,2014,,,79.00$ 105.07 63.20,,Sherry Cask,Special Vintage Selection,18 years old,171,,14304,Ben Nevis,Germany,700 ml,90.00,88.58,92.00,92.00,89.00,90.00,89.00,88.00,14
226,"old/cold smoke, cinnamon. (90)",Gin clear,89,"Dramfest 2014, single dram note.","oily, sweet, faint plastic. (88)",http://www.whiskybase.com/whisky/51265/caol-ila-1984-ca,"Fishy, smokey, cinnamon, ozone. (89)","Single Malt from Islay, Scotland",,55.5 % Vol.,Cadenhead,Islay,1984,,Caol Ila 1984 CA,12.2013,,,"180,00$ 239,40 144,00",,Bourbon Hogsheads,Small Batch,29 years old,564,,,Caol Ila,,700 ml,0.00,90.08,0.00,0.00,0.00,0.00,0.00,0.00,26
227,"Moyenne. Des cendres schauffent dans la gorge, tandis que du poivre salue le palais. Des champignons noirs au beurre emplissent la bouche.",Pale gold,90,"Trs complexe, suave, calme, rustique. Gentleman campagnard lui irait bien comme description pour le dfinir en deux mots. Aucune agressivit, tout en finesse.","La texture est trs huileuse, grasse ; a tapisse la bouche. Des cendres et des pierres chaudes. De labricot et de lananas sinsinuent. De la confiture dagrumes (mais ce nest que lgrement acidul). Quelques relents rsineux.",http://www.whiskybase.com/whisky/51265/caol-ila-1984-ca,"Comme il pique dabord aux narines, directement aprs stre vers le dram , il vaut mieux le laisser respirer quelques instants. Ensuite, les odeurs de zeste de citron, de fume de cendres chaudes, de bruyre et de champignons des bois se suivent et se tlescopent. Un peu de cire rsineuse par la suite. Aprs une dizaine de minutes, le nez se calme et devient plus linaire.","Single Malt from Islay, Scotland",,55.5 % Vol.,Cadenhead,Islay,1984,,Caol Ila 1984 CA,12.2013,,,"180,00$ 239,40 144,00",,Bourbon Hogsheads,Small Batch,29 years old,564,,,Caol Ila,,700 ml,0.00,90.08,0.00,0.00,0.00,0.00,0.00,0.00,26
228,"Pistachio, citrus and gentle wood smoke.",Yellow gold,-,,"Smooth with sweet peat smoke, cinnamon and hot lemon",http://www.whiskybase.com/whisky/42094/caol-ila-1982-sv,"Malty, caramelised pears and sea sprayed ships's deck.","Single Malt from Islay, Scotland",,54.8 % Vol.,Signatory Vintage,Islay,14.12.1982,,Caol Ila 1982 SV,16.04.2013,,,134.40$ 178.75 107.52,,Hogshead,Cask Strength Collection,30 years old,270,,6483,Caol Ila,,700 ml,0.00,88.40,0.00,0.00,0.00,0.00,0.00,0.00,7
229,"Oak, wood spices and more exotic spices too.",Auburn,86,,"Spiced rum, cola cubes and heather honey. Chocolate digestive biscuits.",http://www.whiskybase.com/whisky/42109/glencadam-1977-dl,"Sweet barley, star anise. Hints of bracken and clove","Single Malt from Highlands, Scotland",,53.2 % Vol.,Douglas Laing,Eastern Highlands,04.1977,,Glencadam 1977 DL,02.2013,,,287.04$ 381.76 229.63,,Sherry Butt,Directors' Cut,35 years old,149,,9457,Glencadam,,700 ml,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,3
230,The finish is complex and long.,Yellow gold,90,Outstanding Laphroaig and a must try. So young and yet so complex. Recommended. Around 90 EUR.,"Full body on the palate. Immediately the sweet peat emerges, but the sweet fruit makes a good comeback. The medicinal side will not be left behind. God, this is very good and eminently quaffable! It does not even cross my mind to add water to it. My mouth is watery of its own. Blood oranges dipped in honey, I kid you not. And then suddently a big saltiness with a wonderful bitterness from the oak smacks you in the face. Grand!",http://www.whiskybase.com/whisky/39626/laphroaig-2000-mos,"On the nose: yep, this is Laffie. Merchurochrome, disinfectant, the OR. In sum: medicinal raised to a square. Seaweeds, rocks in the surf, silt and sweet peat. Earth. Then a lot of citrus, lime juice in the lead. But the sherry has something to say as well. Butterscotch and orange peel. Some old leather. Cold coffee. Whipped cream. Salted butter. Gooseberries. Caramel. Hints of nuts and milk chocolate. Darn, this is pretty complex!","Single Malt from Islay, Scotland",,57.8 % Vol.,Malts of Scotland,Islay,02.2000,,Laphroaig 2000 MoS,02.2013,,,89.00$ 118.37 71.20,,Sherry Hogshead,,13 years old,243,,MoS 13010,Laphroaig,,700 ml,0.00,88.78,0.00,0.00,0.00,0.00,0.00,0.00,20
231,"Mainly peat and chocolate, plus some salty liquorice. Not so much fruitiness left.",Old gold,86,,"Peat, chocolate, salt, liquorice, toffee, lime and peach.",http://www.whiskybase.com/whisky/44927/caol-ila-2001,"Peat, dark chocolate, toffee, lime, cranberry, peach, liquorice and vanilla.","Single Malt from Islay, Scotland",,43.0 % Vol.,Distillery Bottling,Islay,2001,,Caol Ila 2001,2013,C-si; 9-473,,48.70$ 64.77 38.96,5000281021652,Double Matured in Moscatel Cask Wood,Distillers Edition,12 years old,,,,Caol Ila,,700 ml,93.00,84.56,97.00,86.00,90.00,93.40,99.00,90.00,34
232,"medium drying with citrus - lemon, earthy, spices - cloves, some smoke and ashes",Pale gold,81,compared with Caol Ila 1996 GM #16070-72thanks J J for the sample,"ashes, spices, some gun powder, liquorice and citrus - lemon",http://www.whiskybase.com/whisky/44927/caol-ila-2001,"smoke, peat, fruity like a fresh white wine, spices - curry, some meat, warm sand on the beach and a bit young - new spirit","Single Malt from Islay, Scotland",,43.0 % Vol.,Distillery Bottling,Islay,2001,,Caol Ila 2001,2013,C-si; 9-473,,48.70$ 64.77 38.96,5000281021652,Double Matured in Moscatel Cask Wood,Distillers Edition,12 years old,,,,Caol Ila,,700 ml,93.00,84.56,97.00,86.00,90.00,93.40,99.00,90.00,34
233,"peak of pineapple, spices, oak,",Pale gold,78,,"mild sweetness supported by some peat, salt",http://www.whiskybase.com/whisky/44927/caol-ila-2001,"not fading peat, behind the peat bitter orange","Single Malt from Islay, Scotland",,43.0 % Vol.,Distillery Bottling,Islay,2001,,Caol Ila 2001,2013,C-si; 9-473,,48.70$ 64.77 38.96,5000281021652,Double Matured in Moscatel Cask Wood,Distillers Edition,12 years old,,,,Caol Ila,,700 ml,93.00,84.56,97.00,86.00,90.00,93.40,99.00,90.00,34
234,Efface et un peu courte.,Pale gold,86,"Pas mal dans l'ensemble, mais manque un peu de coffre et de complexit.","beaucoup de vanille. Frais, clean et trs printanier. Miel. Ample. Un peu de poivre.",http://www.whiskybase.com/whisky/46004/tomatin-1988-twa,"Herbac , floral, minral. Pomme, poire, gingembre. Vanille/sucre glace.","Single Malt from Highlands, Scotland",,49.7 % Vol.,The Whisky Agency,Central Highlands,1988,,Tomatin 1988 TWA,2013,,,127.50$ 169.58 102.00,,Hogshead,The Perfect Dram,25 years old,304,,,Tomatin,,700 ml,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,28
235,"Finale courte, citronne et lgrement poivre.",Pale gold,84,Assez dcevant pour un whisky de cet ge et de ce prix.,"Bouche grasse et huileuse. Herbe coupe, malt, citron doux et vanille.",http://www.whiskybase.com/whisky/46004/tomatin-1988-twa,"Trs herbac (herbe du matin), de la poire frache. Le reste est fondu et mlang, assez indfinissable.","Single Malt from Highlands, Scotland",,49.7 % Vol.,The Whisky Agency,Central Highlands,1988,,Tomatin 1988 TWA,2013,,,127.50$ 169.58 102.00,,Hogshead,The Perfect Dram,25 years old,304,,,Tomatin,,700 ml,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,28
236,"fudge, citrus, marshmallows, a touch of smoke, pear and later lemongrass",Pale gold,84,blind tastinga bit weak Clynelish,"drying, bitter fruits, floral, citrus and beer - hops and mash",http://www.whiskybase.com/whisky/43386/clynelish-1995-sv,"fruity - apple and pear, grass, honey, malty - grains and citrus - lime","Single Malt from Highlands, Scotland",,43.0 % Vol.,Signatory Vintage,Northern Highlands,21.12.1995,,Clynelish 1995 SV,11.04.2013,,,71.95$ 95.69 57.56,,,The Decanter Collection,17 years old,859,,12796,Clynelish,,700 ml,81.00,86.10,82.00,79.00,84.00,82.20,85.00,79.00,12
237,"Caramel, honey, vanilla, malt and hay.",Pale gold,88,"I am not a Clynelish connoisseur, but this is instantly recognisable as one. Every Clynelish lover can buy this one blindly. I've also got a bottle of cask 12793 and tried them head-to-head. They're not worlds apart, but this one is a bit waxier and fudgier, especially in the nose.","Beeswax, honey, vanilla, candles, caramel and hay.",http://www.whiskybase.com/whisky/43386/clynelish-1995-sv,"Lots and lots of honey. Also lime, vanilla, grass, fudge, tangerine and candle wax.","Single Malt from Highlands, Scotland",,43.0 % Vol.,Signatory Vintage,Northern Highlands,21.12.1995,,Clynelish 1995 SV,11.04.2013,,,71.95$ 95.69 57.56,,,The Decanter Collection,17 years old,859,,12796,Clynelish,,700 ml,81.00,86.10,82.00,79.00,84.00,82.20,85.00,79.00,12
238,"Bois, pices, soufre.",Amontillad,83,"Un sherry sec assez difficile aborder, et hlas trop soufr.","Trop soufr. Difficile de dceler quelque chose derrire. Un peu de cuir, du bois, de la noisette, pas mal d'pices. Trs peu sucr.",http://www.whiskybase.com/whisky/41767/glenrothes-1990-ac,"Sherry sec, trs sec mme. Du bois, des pices, de l'amande amre, et surtout,c 'est assez soufr... Le verre vide sent la poudre canon","Single Malt from Speyside, Scotland",,58.7 % Vol.,Alambic Classique,Speyside,1990,,Glenrothes 1990 AC,2013,,,114.95$ 152.88 91.96,,Oloroso Sherry Cask,Special Vintage Selection,23 years old,143,,13306,Glenrothes,,700 ml,83.00,85.00,85.00,84.00,84.00,83.90,83.00,85.00,9
239,"bonne longueur, sur les pices et les fruits secs. Le verre vide laisse un peu de soufre nouveau.",Chestnutoloroso sherry,86,"Un sherry un peu trop sucr, qui manque de complexit, facile boire nanmoins.","trs douce pour 58%, bien marque par le sherry, un peu moins sucr que ne le laissait prsager le nez, mais a fait plus PX qu'oloroso, chocolat, caramel, beaucoup d'pices (cannelle, girofle), fruits secs, cake, orange.",http://www.whiskybase.com/whisky/41767/glenrothes-1990-ac,"trs expressif, au premier nez je sens que ce n'est pas le genre de sherry que j'apprcie, beaucoup de caramel sucr, chocolat, cassonade, fruits secs, un peu de soufre.","Single Malt from Speyside, Scotland",,58.7 % Vol.,Alambic Classique,Speyside,1990,,Glenrothes 1990 AC,2013,,,114.95$ 152.88 91.96,,Oloroso Sherry Cask,Special Vintage Selection,23 years old,143,,13306,Glenrothes,,700 ml,83.00,85.00,85.00,84.00,84.00,83.90,83.00,85.00,9
240,Salted caramel. Short.,Deep copper,81,Would never think this is Bunnahabhain. A bit too simple.,"Alkohol speaks at first, followed by some sweetness. Very salty. Ham.",http://www.whiskybase.com/whisky/43975/bunnahabhain-2001-mbl,Caramel sweetness & vanilla. Some grainy notes.,"Single Malt from Islay, Scotland",,46.0 % Vol.,Meadowside Blending,Islay,12.2001,,Bunnahabhain 2001 MBl,04.2013,,,47.00$ 62.51 37.60,,Sherry Puncheon,The Maltman,11 years old,438,,1003710,Bunnahabhain,,700 ml,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,2
241,Assez longue sur le bois et les pices.,Brown sherry,91,Vraiment trs bon.,"Mlange de fruits (cerises, mres, oranges, raisins...), chocolat au caf, pas mal d'pices, milieu bouche plus sec sur le chne.Avec de l'eau: ct sirupeux plus intense.",http://www.whiskybase.com/whisky/44287/glendronach-1995,"Sherry classique, fruits rouges bien mrs, raisins, chocolat au lait, noisettes et amandes, un peu de chne et de fume.Avec de l'eau: un poil de tabac en sus.","Single Malt from Highlands, Scotland",,54.8 % Vol.,Distillery Bottling,Eastern Highlands,05.05.1995,,Glendronach 1995,07.2013,LG80720,,125.10$ 166.38 100.08,5060088797242,Oloroso Sherry Puncheon,Single Cask,18 years old,643,The Nectar and La Maison du Whisky,1774,Glendronach,,700 ml,0.00,90.17,0.00,0.00,0.00,0.00,0.00,0.00,31
242,"Delicate, a bit too short for my liking. lovely fruits appear, bramble and prunes",Brown sherry,90,"If the finish had more intensity, this was 92 points","Nice cinnamon and dark chocolate mix, herbs and spices. raisins and pear.",http://www.whiskybase.com/whisky/44287/glendronach-1995,"Interesting nose, typical dronach sent with a bit more polish and smoke. fruity touch appears.","Single Malt from Highlands, Scotland",,54.8 % Vol.,Distillery Bottling,Eastern Highlands,05.05.1995,,Glendronach 1995,07.2013,LG80720,,125.10$ 166.38 100.08,5060088797242,Oloroso Sherry Puncheon,Single Cask,18 years old,643,The Nectar and La Maison du Whisky,1774,Glendronach,,700 ml,0.00,90.17,0.00,0.00,0.00,0.00,0.00,0.00,31
243,The finish is very long and sweet with a great spiciness.,Brown sherry,89,"Holy crap, this is a grand sherried whisky. Still around for 125 EUR. Recommended! Thanks, GlenPiWi.","Nice attack with a mouth filling creaminess, almost syrupy in fact. That makes for a nice bridge to the Sirop de Lige. Orange marmalade, chocolate with a hint of espresso. Nicely spiced, too. Black pepper and cinnamon. Mildly drying from the oak, but far from oaky. Very nice and complex. Layered, as they say.",http://www.whiskybase.com/whisky/44287/glendronach-1995,"The nose starts on the classics: plums, figs, rum raisins with an underlying layer of roasted nuts. Then some almond paste, freshly polished saddle, milk chocolate and sniffing tobacco. A touch of woodsmoke. Quite wonderful.","Single Malt from Highlands, Scotland",,54.8 % Vol.,Distillery Bottling,Eastern Highlands,05.05.1995,,Glendronach 1995,07.2013,LG80720,,125.10$ 166.38 100.08,5060088797242,Oloroso Sherry Puncheon,Single Cask,18 years old,643,The Nectar and La Maison du Whisky,1774,Glendronach,,700 ml,0.00,90.17,0.00,0.00,0.00,0.00,0.00,0.00,31
244,"Prune, raisin, caramel, date and a whiff of smoke.",Old oak,89,,"Prune, date, raisin, caramel and spice.",http://www.whiskybase.com/whisky/44287/glendronach-1995,"Prune, date, raisin, fig, caramel fudge and eucalyptus.","Single Malt from Highlands, Scotland",,54.8 % Vol.,Distillery Bottling,Eastern Highlands,05.05.1995,,Glendronach 1995,07.2013,LG80720,,125.10$ 166.38 100.08,5060088797242,Oloroso Sherry Puncheon,Single Cask,18 years old,643,The Nectar and La Maison du Whisky,1774,Glendronach,,700 ml,0.00,90.17,0.00,0.00,0.00,0.00,0.00,0.00,31
245,"Wonderfully sweet finish. Medium-long, just a little dry.",Amontillad,86,Adorable whisky. What a great bottling!,"Subtle start, kinda sweet and mouth coating. (Over-)ripe fruits now. Blood oranges and figs. Tons of sweet fruits and honey. Just a little bitterness, very nice oak flavours.",http://www.whiskybase.com/whisky/41500/glenfarclas-2000,"Heavy sherry, lots of fruits. Fruit cake, plum pudding, raisins, glazed oranges. Sweet wild honey. Full-bodied with quite some spicy oak already. Very well balanced.","Single Malt from Speyside, Scotland",,46.0 % Vol.,Distillery Bottling,Speyside,2000,,Glenfarclas 2000,02.02.2013,,,44.90$ 59.72 35.92,,Oloroso Sherry Butts,Premium Edition Vintage,,6000,,5865 - 73,Glenfarclas,,700 ml,90.00,85.00,89.00,75.00,89.00,86.50,87.00,80.00,19
246,En finale en retrouve des notes sales et minrales.,Pale gold,88,assez complexe et en perptuel changement. Rollercoaster?,"Bel quilibre amertume/vanille/vgtal. Un rien minral et austre, mais assez changeant et ludique aussi. S'assche en finale sur des notes poivres. Assez agrable, beau bois. Un peu de fruits gorgs d'eau comme du melon ou de la pastque. S'adoucit avec l'aration.",http://www.whiskybase.com/whisky/44899/bruichladdich-1993-ca,"Assez catchy, subtil, lgant, frais, fruit, paille sche, des traces de fume. Des notes fermires, galement. Vanille et pices bien prsentes. Un peu de piquant, lgrement alcooleux. L'ajout de quelques gouttes d'eau aide ouvrir l'ensemble. Assez complexe, vgtal, poussre minrale. S'ouvre plus sur le fruit avec le temps.","Single Malt from Islay, Scotland",,51.6 % Vol.,Cadenhead,Islay,1993,,Bruichladdich 1993 CA,10.2013,,,94.99$ 126.34 75.99,,Bourbon Hogsheads,Small Batch,20 years old,738,,,Bruichladdich,,700 ml,87.00,85.55,86.00,85.00,87.00,86.00,85.00,85.00,13
